Date,Revenue,Marketing Spend (Google),Marketing Spend (LinkedIn),Marketing Spend (Campus),Marketing Spend (Events),Operational Costs,Number of Enrollments,Retention Rates,Seasonal Trends,Conversions (Google),Conversions (LinkedIn),Conversions (Campus),Conversions (Events),Leads Generated (Google),Leads Generated (LinkedIn),Leads Generated (Campus),Leads Generated (Events),Customer Acquisition Cost (Google),Customer Acquisition Cost (LinkedIn),Customer Acquisition Cost (Campus),Customer Acquisition Cost (Events),Payment Terms,Fixed Costs,Variable Costs,Liabilities
2023-06-06,29296.75,4380.48,1578.18,2361.05,3322.37,3187.44,42,0.94,Medium,11,9,5,4,19,13,12,13,137.33,102.45,72.18,142.69,90 days,3638.75,2445.44,2867.29
2023-06-07,32430.51,4183.71,2561.83,2928.05,2694.7,7589.01,44,0.84,Low,10,10,2,8,29,17,9,9,50.43,124.84,110.11,196.85,60 days,4402.74,1401.1,3985.92
2023-06-08,20038.17,1700.49,1415.98,1595.08,1152.33,3698.21,58,0.72,High,13,6,3,5,19,17,9,6,159.96,118.85,134.43,178.71,60 days,3337.74,1684.56,4392.59
2023-06-09,26727.19,3691.06,1126.01,2652.58,1882.25,5758.9,52,0.85,Medium,12,4,4,8,26,14,11,14,170.37,75.53,247.98,95.07,60 days,3781.8,2354.88,1338.17
2023-06-10,23268.54,1882.02,3715.59,1914.66,807.36,4370.27,51,0.87,Medium,8,8,4,7,21,20,15,9,68.26,188.6,187.4,129.71,90 days,3660.55,2096.0,3775.49
2023-06-11,22242.55,1872.83,3425.62,893.09,1730.01,3325.96,59,0.76,Low,6,4,8,8,20,8,10,12,110.39,178.78,134.95,142.27,90 days,2645.4,1533.45,1611.51
2023-06-12,33901.41,4496.29,3232.11,2226.56,2750.65,3249.61,46,0.8,Low,13,14,3,3,26,15,17,8,71.76,185.46,106.3,187.92,30 days,3317.36,2762.57,1423.92
2023-06-13,19925.0,1998.68,956.05,1783.59,1720.69,3577.78,53,0.85,Medium,9,6,2,3,29,22,15,14,192.32,83.57,110.82,140.75,90 days,3991.03,1944.98,4374.11
2023-06-14,25677.79,2052.99,3499.93,2126.52,1557.85,3356.84,49,0.79,High,13,7,5,6,26,19,12,14,173.9,142.81,78.91,116.81,30 days,2150.2,2576.88,4146.46
2023-06-15,21829.46,1002.61,2201.74,2724.22,2326.53,6802.79,42,0.79,Medium,13,3,4,13,28,12,9,12,53.01,112.84,249.04,133.48,60 days,3803.06,2724.26,3986.36
2023-06-16,29413.76,4482.68,1895.66,1601.09,3129.39,5427.83,37,0.73,Low,13,7,5,6,20,7,17,13,195.56,115.76,246.8,224.54,30 days,4698.2,1899.89,1096.79
2023-06-17,26857.28,4170.38,2548.72,2752.94,737.99,4714.46,46,0.94,Medium,10,10,6,7,18,12,9,10,71.27,70.53,72.01,72.72,90 days,4742.63,1666.13,2027.44
2023-06-18,25317.68,3509.32,1092.33,2376.67,1717.86,5091.84,55,0.89,Low,16,9,4,13,18,13,13,13,62.6,211.33,118.74,120.08,60 days,4553.07,2106.91,2724.44
2023-06-19,29374.18,4001.06,3221.27,1721.51,1058.9,7644.73,54,0.7,Medium,16,7,6,3,23,25,6,18,54.89,210.35,73.68,97.67,30 days,2659.45,1164.9,4520.18
2023-06-20,25526.11,1608.19,2663.79,2008.06,2616.53,7553.76,50,0.89,Low,12,8,6,7,25,12,7,14,168.6,125.33,124.31,131.08,30 days,4576.83,2367.58,3092.68
2023-06-21,23007.4,2833.29,1397.09,1313.95,906.6,6578.38,59,0.88,Low,11,7,1,4,27,9,10,8,188.79,196.71,232.23,161.65,30 days,2333.69,2508.66,2994.55
2023-06-22,23557.64,2404.88,1402.34,2958.99,2527.94,7423.41,45,0.7,High,7,3,2,7,19,18,7,17,64.34,112.82,227.46,97.06,30 days,2968.28,1212.33,1018.46
2023-06-23,17385.96,1375.11,1389.6,2168.38,1429.92,4598.24,32,0.79,Low,12,3,2,6,13,20,9,10,197.5,149.51,193.29,135.37,60 days,3191.2,1592.52,4319.02
2023-06-24,18924.73,2944.52,982.41,609.62,1176.86,4905.55,46,0.85,Medium,11,12,3,2,19,13,13,14,97.38,179.14,247.69,201.6,60 days,2618.09,2534.07,3340.39
2023-06-25,32538.3,4682.96,2680.96,1316.55,3315.42,6068.56,45,0.81,Low,6,4,5,4,26,12,12,12,151.83,143.69,204.28,170.95,90 days,4621.63,1632.91,2485.44
2023-06-26,20918.17,1160.24,3489.11,2058.29,653.72,6118.13,43,0.89,Medium,8,10,7,6,17,15,10,16,197.94,86.21,113.46,177.08,60 days,4208.56,2228.28,1642.05
2023-06-27,20212.91,2165.84,855.99,640.83,1869.55,5408.5,63,0.81,High,10,3,1,6,23,10,9,12,51.27,120.65,220.29,220.16,90 days,4142.77,2202.19,2677.31
2023-06-28,16471.15,1830.16,956.81,559.71,662.72,5003.29,43,0.74,Medium,3,9,3,5,15,15,16,8,132.02,181.52,161.43,132.48,90 days,4782.24,1518.63,1954.88
2023-06-29,26114.26,1952.59,2632.86,1625.06,2002.42,7930.9,63,0.94,High,7,12,3,7,21,20,14,10,148.4,184.94,160.71,229.67,60 days,4283.21,2531.47,2800.78
2023-06-30,33146.23,4633.74,3422.39,1331.73,2053.04,7105.62,57,0.76,High,6,7,5,4,25,13,10,15,105.7,114.07,219.93,128.04,90 days,3283.44,1988.05,2225.99
2023-07-01,24808.31,2872.28,1845.56,1595.75,1532.82,5174.9,58,0.88,Low,7,7,7,3,16,9,14,17,66.5,146.48,166.18,95.14,60 days,2399.04,1240.33,1175.89
2023-07-02,21587.22,2865.2,1918.77,1156.73,983.27,6636.46,45,0.74,High,9,7,7,3,18,15,11,11,143.17,93.14,128.91,198.24,30 days,4484.52,1203.49,4969.78
2023-07-03,28293.74,4042.3,2708.31,911.79,1691.52,4347.81,57,0.78,Medium,5,17,5,8,11,13,11,10,57.05,100.17,237.17,149.15,90 days,4140.77,2834.72,2791.31
2023-07-04,23893.28,1617.97,1677.48,2222.86,2549.56,3500.85,44,0.81,High,13,6,6,5,16,17,8,6,188.52,83.17,83.24,121.92,60 days,3816.8,1764.28,4254.21
2023-07-05,22904.71,2949.06,885.15,1786.43,2868.95,4762.16,42,0.75,High,6,6,6,4,17,13,12,14,119.31,130.07,188.4,105.64,30 days,4235.38,2107.98,1464.5
2023-07-06,25146.16,2719.94,3152.73,1000.39,2139.18,5014.86,46,0.81,Low,10,11,3,6,12,20,8,11,186.54,175.18,211.38,200.55,90 days,4264.99,2281.73,3435.03
2023-07-07,24786.3,3387.64,2802.08,1298.97,2310.52,3082.69,32,0.74,Medium,11,6,6,7,25,17,8,12,175.48,200.67,79.22,158.06,30 days,4228.05,2448.08,3099.72
2023-07-08,33533.23,4998.23,2658.42,1979.52,1181.79,7073.96,60,0.84,High,12,8,5,7,24,20,7,10,50.55,147.15,112.19,168.03,30 days,3362.24,1826.48,4814.43
2023-07-09,27112.82,4077.8,3173.39,680.57,1433.26,4795.97,48,0.87,Low,8,10,5,4,17,19,13,5,118.88,164.33,110.18,141.27,30 days,3603.31,1976.25,4214.43
2023-07-10,23843.54,2591.46,2960.74,868.63,1069.5,5902.09,47,0.72,Low,9,11,5,3,13,22,8,15,183.17,102.69,230.07,100.39,60 days,4409.64,2461.33,2653.11
2023-07-11,24289.44,4310.21,1458.82,683.11,1322.96,3369.82,49,0.92,Medium,11,7,5,5,18,17,8,15,105.83,92.33,187.06,120.7,30 days,4787.01,2315.92,4177.21
2023-07-12,22463.42,1682.83,1927.94,2530.79,1252.17,3874.98,52,0.75,Low,11,10,4,1,19,13,8,8,98.48,123.31,109.05,86.24,30 days,3547.51,2235.23,2632.13
2023-07-13,21248.72,1121.85,1203.55,2381.02,2106.4,7448.47,45,0.76,High,9,7,11,4,17,18,6,13,152.84,149.43,233.76,121.3,30 days,4079.11,1775.81,4043.27
2023-07-14,20383.4,1817.79,1215.54,2383.28,2231.8,6043.44,44,0.87,Low,14,4,4,7,21,15,11,13,155.76,65.37,113.87,215.6,30 days,3521.75,2931.42,2165.86
2023-07-15,29812.79,2361.65,2963.83,2290.81,3340.35,7751.42,50,0.82,Medium,15,9,8,9,20,17,9,7,146.47,74.74,189.16,159.85,30 days,3250.71,1369.07,2491.78
2023-07-16,28337.98,3042.32,3547.52,2173.46,1167.15,7993.75,65,0.82,Medium,10,11,4,7,16,15,9,10,104.51,160.92,151.44,72.62,90 days,4342.3,1233.23,3422.66
2023-07-17,29881.96,3460.52,3880.74,1692.48,2460.86,4859.3,46,0.73,Low,15,9,5,9,17,13,9,19,59.54,91.89,87.57,191.08,30 days,2443.23,1571.83,3163.53
2023-07-18,33858.66,4642.42,2810.71,2105.7,2970.05,4494.02,56,0.9,High,7,9,5,13,19,12,14,11,188.45,132.54,205.58,191.66,90 days,3334.0,1503.2,2581.92
2023-07-19,22858.57,3039.42,1389.12,595.9,2224.7,7291.78,51,0.85,Low,11,4,6,8,23,27,5,13,97.58,209.84,128.98,190.32,90 days,3765.41,2921.7,4750.52
2023-07-20,22380.62,3005.1,1138.08,2053.66,1339.51,7993.06,51,0.73,Medium,7,2,2,8,26,13,3,13,169.35,198.02,134.8,166.73,90 days,4123.72,1016.74,3016.16
2023-07-21,23926.57,1200.97,3401.12,2444.69,1361.4,6148.21,51,0.79,Low,11,9,6,4,27,12,14,14,102.75,70.19,108.62,70.2,30 days,4652.9,2760.19,3885.0
2023-07-22,19655.29,1139.65,2652.02,1750.9,713.83,6975.7,53,0.9,Low,17,12,9,3,18,12,17,13,124.21,69.39,214.77,128.14,30 days,2484.01,1812.74,2667.83
2023-07-23,25672.63,3204.64,2778.51,1393.78,1485.79,6908.73,51,0.84,High,14,9,8,5,17,11,6,13,106.05,83.24,98.8,118.67,30 days,3243.0,2134.91,3893.12
2023-07-24,26943.32,2752.71,3300.68,1193.57,2759.35,4776.7,47,0.73,Low,9,6,5,6,27,17,12,5,62.2,78.62,109.28,68.49,90 days,2681.77,2387.09,4169.52
2023-07-25,30074.18,4356.72,3050.49,2107.01,737.8,5871.35,60,0.79,High,8,8,9,3,22,15,8,11,99.42,100.61,143.2,79.13,30 days,3644.84,1089.87,3188.39
2023-07-26,26302.89,1642.72,3470.27,2232.0,1235.96,7165.28,63,0.76,Low,10,9,6,3,16,15,10,17,193.35,119.53,96.79,134.37,60 days,2613.53,2035.01,1130.79
2023-07-27,21547.74,1099.89,979.88,2677.42,2648.07,6440.57,54,0.83,Low,13,7,3,7,24,19,10,7,66.55,73.27,90.3,210.33,60 days,2719.4,1079.23,3016.8
2023-07-28,28324.21,2796.16,3192.07,1355.84,2869.69,3105.82,49,0.91,High,7,14,8,7,22,20,11,6,133.38,133.68,163.9,223.69,90 days,2364.12,1196.6,4595.57
2023-07-29,25962.26,1949.91,3522.73,2424.43,1920.42,4683.53,42,0.81,High,10,6,3,11,24,18,15,8,195.26,144.77,241.64,187.67,60 days,3694.96,2254.79,1335.44
2023-07-30,21967.23,1198.46,1715.63,1903.39,2624.42,3722.38,53,0.81,Medium,10,15,3,10,14,17,13,7,53.08,165.86,214.32,102.23,60 days,4402.95,1549.75,3336.83
2023-07-31,30887.95,3898.39,2849.43,2707.09,1725.06,4164.86,60,0.93,High,9,10,6,3,25,16,13,9,60.38,125.01,101.88,217.08,30 days,2375.87,1284.42,1136.82
2023-08-01,18625.58,1446.37,1805.32,1819.53,1063.75,7527.45,50,0.84,Low,9,10,6,3,20,17,8,10,186.37,107.34,175.77,226.37,60 days,4380.57,1099.05,2948.96
2023-08-02,30074.35,3433.28,3865.51,1794.07,1754.63,3184.47,55,0.84,Medium,5,9,3,4,20,11,15,12,160.33,162.91,212.84,135.99,90 days,4895.53,2608.17,3767.6
2023-08-03,24126.55,2124.2,906.96,1944.69,2281.91,4099.0,52,0.77,High,8,7,3,7,20,16,11,10,131.8,205.79,96.09,151.11,30 days,3433.63,2266.4,2522.05
2023-08-04,27392.59,1693.98,2655.34,2373.29,3349.35,4547.85,64,0.85,High,9,11,7,2,22,24,8,8,130.5,123.44,84.74,122.09,60 days,3604.65,1064.23,1455.76
2023-08-05,22041.37,2519.01,1332.81,2911.73,799.38,6084.42,51,0.84,Medium,16,7,4,3,14,13,16,9,196.23,106.95,230.4,205.59,30 days,4286.24,2267.28,4789.61
2023-08-06,28171.23,4205.78,3079.1,683.91,2071.44,5670.51,49,0.8,Low,11,12,4,4,20,15,11,9,53.14,174.84,114.11,114.12,60 days,4253.58,1206.3,4732.37
2023-08-07,18996.75,2568.37,1362.85,633.59,1553.87,4091.35,49,0.95,Low,10,13,7,2,20,14,6,15,90.57,200.36,159.62,82.94,30 days,2324.24,1654.9,4180.91
2023-08-08,28190.77,4003.08,1553.23,2843.88,2074.1,3821.21,50,0.92,Medium,7,3,4,10,16,16,11,8,97.52,213.57,107.57,140.24,60 days,4484.95,2319.83,1830.72
2023-08-09,17532.24,1501.95,2381.99,1824.69,669.53,4183.99,33,0.89,Low,14,7,8,13,24,14,10,8,67.92,95.22,78.58,92.97,30 days,2327.96,1569.51,4091.51
2023-08-10,32087.66,4091.09,3727.47,2037.26,1507.77,5512.65,48,0.83,High,8,10,4,4,23,7,3,12,103.58,108.44,162.38,136.11,90 days,3698.92,2516.55,2339.65
2023-08-11,21562.0,1947.73,1477.49,1706.06,2977.62,4355.89,43,0.82,Low,14,7,6,7,18,16,16,13,105.56,204.94,148.31,161.6,60 days,3508.05,2037.22,3436.3
2023-08-12,26195.37,3709.57,1261.57,734.14,2206.43,7738.01,50,0.75,High,4,7,2,8,19,13,10,8,193.82,103.2,200.77,197.43,90 days,4482.03,1498.56,2789.06
2023-08-13,26190.36,3263.13,3228.73,2420.22,1906.69,5319.33,40,0.78,Low,9,16,6,6,29,11,16,15,116.3,115.3,224.33,179.18,60 days,2406.94,2113.06,2001.66
2023-08-14,31647.35,4716.58,2401.98,2368.06,1428.02,3293.98,57,0.89,High,8,8,6,5,22,18,7,12,190.22,162.31,95.49,186.86,90 days,3934.64,1068.28,3612.25
2023-08-15,25544.66,2549.29,3717.71,1279.26,1464.32,6646.33,54,0.81,Medium,5,9,4,6,27,13,6,12,171.51,150.9,100.9,162.44,30 days,4684.74,1877.87,3876.28
2023-08-16,18377.63,1264.66,1269.17,1265.6,1710.99,4644.23,49,0.92,High,10,9,7,6,25,17,11,10,160.53,200.46,241.05,78.43,60 days,3656.95,1651.03,3113.29
2023-08-17,28874.83,1076.62,2866.97,2594.6,3023.16,6267.44,59,0.74,Low,9,13,2,7,25,15,8,10,99.58,157.9,145.23,210.2,30 days,4597.86,1837.06,1648.13
2023-08-18,28960.96,4307.43,1545.21,680.89,3404.92,4397.97,55,0.83,High,7,8,6,0,20,13,14,9,114.05,138.22,241.49,180.19,60 days,4650.32,2222.58,2978.13
2023-08-19,25137.52,3098.94,1301.63,2702.76,1872.1,5853.72,47,0.86,Low,8,4,6,7,23,18,13,12,56.68,71.83,130.92,195.33,60 days,2758.58,1847.58,4076.02
2023-08-20,29236.91,4100.98,2986.97,1141.65,1740.72,6860.76,52,0.83,Low,10,7,8,5,29,23,10,10,106.6,216.0,132.59,220.25,90 days,4639.7,2108.82,4386.01
2023-08-21,24658.84,1937.7,2699.79,1982.46,3055.0,7640.04,40,0.92,High,9,9,3,5,26,21,6,18,180.56,127.57,197.26,224.74,60 days,4046.94,1222.84,1107.81
2023-08-22,29323.61,2380.33,3215.45,2839.99,1838.03,4305.64,47,0.95,Low,7,8,4,7,27,15,12,17,167.21,151.61,87.45,223.98,90 days,4581.56,1619.69,1746.43
2023-08-23,23058.63,1120.42,1790.28,2195.31,2200.85,4674.28,62,0.73,Medium,10,6,4,6,14,22,8,24,171.25,140.32,144.33,109.48,60 days,2793.1,1845.33,4720.28
2023-08-24,28805.78,4845.97,2233.51,1536.07,1269.73,5321.33,51,0.73,Low,10,3,5,7,18,16,12,14,83.24,178.07,138.49,205.52,60 days,3135.88,1107.35,4126.82
2023-08-25,29345.95,3671.47,2097.51,2223.84,2756.16,7635.87,56,0.73,Medium,11,9,2,6,12,21,16,13,81.51,163.43,76.36,223.18,60 days,3808.42,2896.95,3874.03
2023-08-26,32625.93,4732.82,3949.09,1359.95,2142.77,7506.93,53,0.87,Medium,10,6,0,3,30,17,6,8,149.5,114.83,126.27,181.54,90 days,4261.8,2811.94,1551.78
2023-08-27,25605.45,2061.99,1735.2,1193.15,2946.2,3449.39,58,0.79,Low,15,6,3,8,14,17,4,13,147.69,143.21,141.73,183.13,90 days,4947.93,1666.5,1017.44
2023-08-28,30867.66,3445.85,1743.42,2991.71,2864.12,3659.65,49,0.88,Medium,10,8,5,7,22,14,10,7,79.3,192.17,80.44,210.89,90 days,2205.16,2254.65,3355.16
2023-08-29,27703.19,3714.0,1934.55,2376.98,1223.51,5477.55,47,0.8,Medium,11,2,5,8,25,26,9,18,157.95,161.35,73.63,112.45,30 days,3625.11,1947.25,4464.16
2023-08-30,25353.44,2270.2,2606.7,2111.8,2675.34,3533.1,40,0.86,High,10,7,10,6,19,8,11,11,106.42,212.73,177.98,96.66,60 days,3644.12,2125.24,1285.01
2023-08-31,26129.36,4392.44,1607.43,1388.22,2920.16,4727.9,35,0.89,Medium,11,3,7,11,24,16,8,9,183.02,180.63,107.05,137.1,30 days,4717.81,1243.27,1277.52
2023-09-01,27774.3,4788.65,3728.93,622.9,1603.71,3741.93,37,0.84,Medium,6,8,5,5,13,15,10,16,104.67,137.63,135.26,221.73,90 days,2707.77,2085.2,4994.21
2023-09-02,23471.46,4539.42,1650.19,577.64,1100.57,6180.2,39,0.83,Medium,8,5,3,8,30,13,5,13,84.49,189.12,84.41,74.98,30 days,2477.84,1507.28,1945.53
2023-09-03,28513.02,3956.27,3666.61,1885.45,607.63,7747.48,45,0.72,Medium,6,7,8,3,22,17,13,10,79.38,130.75,88.16,138.01,60 days,3447.31,2222.07,3661.13
2023-09-04,23307.47,2109.86,1131.12,2405.08,1907.62,7983.67,59,0.8,Medium,10,9,1,7,24,16,8,20,184.73,94.11,97.8,178.98,90 days,4178.15,2535.1,3231.28
2023-09-05,22526.93,2126.46,2901.0,1843.45,1622.05,4876.21,45,0.84,Low,16,9,10,5,22,18,5,9,179.0,160.75,75.37,172.46,60 days,4915.82,2804.01,2658.11
2023-09-06,35272.06,4853.44,3702.35,2601.96,2209.24,5995.06,56,0.82,Medium,9,12,1,5,25,10,15,7,113.88,116.62,207.23,198.63,90 days,3715.4,1067.19,4211.7
2023-09-07,16534.61,1041.14,1340.0,583.57,1145.32,7281.34,51,0.93,Low,9,8,4,7,23,9,10,11,86.11,63.98,233.11,109.48,30 days,4176.51,2047.36,1951.45
2023-09-08,33117.39,3864.2,3898.65,1416.88,3093.03,3587.31,51,0.93,Low,8,5,6,9,24,12,12,7,92.68,94.25,163.99,103.6,90 days,2835.18,1816.28,2119.44
2023-09-09,26157.95,3824.98,2249.23,1092.68,1347.49,6447.82,45,0.91,Low,7,11,5,5,19,13,17,13,107.74,86.73,216.96,201.53,90 days,4029.28,1449.66,2065.55
2023-09-10,30658.73,3490.76,3826.29,1618.18,1256.65,5044.22,54,0.79,High,3,7,7,7,14,16,8,16,56.65,187.18,94.4,201.24,90 days,2727.83,1527.97,3188.65
2023-09-11,33142.65,4960.44,2965.82,680.94,1994.07,4030.73,50,0.88,High,8,5,8,4,18,22,8,9,60.09,176.27,150.87,106.06,90 days,3486.73,2646.89,3624.2
2023-09-12,24048.46,2247.52,1765.08,2885.33,2046.67,5013.77,49,0.8,Low,9,10,3,2,20,14,12,11,189.12,158.32,95.74,137.64,60 days,2139.69,2475.06,1370.61
2023-09-13,21380.26,2359.89,1402.57,1058.14,1223.75,3379.8,53,0.76,High,12,6,5,7,18,16,10,6,164.92,209.49,249.15,139.53,30 days,2970.53,2806.44,1586.74
2023-09-14,20186.93,1315.76,1771.95,2805.77,1388.4,6477.04,51,0.79,Medium,11,3,8,5,26,16,8,18,172.1,88.5,80.46,149.69,60 days,4345.35,2569.8,1472.87
2023-09-15,22203.6,2771.19,1097.66,1564.73,1092.15,4263.71,56,0.72,Low,7,7,7,8,23,16,16,13,121.8,86.11,149.92,203.01,30 days,2203.5,1113.68,3605.54
2023-09-16,24223.03,2044.19,1260.38,2963.81,2683.53,4557.03,49,0.78,Low,6,14,9,4,24,16,5,14,104.75,205.45,90.2,164.56,30 days,2955.57,1223.18,3501.7
2023-09-17,21106.21,2373.55,1134.91,1885.15,2833.26,3605.41,33,0.82,Low,11,7,2,5,20,22,15,11,63.8,163.5,82.36,150.5,60 days,2512.1,2358.42,4320.57
2023-09-18,30495.08,4338.29,2153.42,2827.08,1940.75,7323.3,48,0.94,High,5,10,8,1,20,19,15,12,133.71,149.22,202.3,112.77,60 days,3882.41,2317.21,2146.04
2023-09-19,32667.21,4741.94,3345.85,513.37,2670.85,5467.22,64,0.78,High,9,3,3,4,22,17,10,10,161.5,178.38,84.42,71.67,60 days,4231.32,2784.54,3930.38
2023-09-20,20534.91,1742.93,1252.43,2370.6,2734.21,5860.73,46,0.93,High,10,9,4,6,19,21,10,20,79.39,105.07,74.31,216.49,30 days,2329.75,2053.69,2140.69
2023-09-21,22776.49,2490.04,1217.03,2757.63,1001.0,5847.16,58,0.76,Medium,9,4,2,3,19,12,11,10,108.37,155.18,240.94,183.17,30 days,3568.95,2151.88,4006.7
2023-09-22,31333.32,4714.52,2858.97,849.3,3401.92,5052.47,44,0.75,High,10,8,7,9,14,12,10,11,189.1,128.3,103.26,77.28,60 days,4044.38,2044.87,3431.92
2023-09-23,20039.72,1247.23,1430.99,740.31,2980.99,3962.65,50,0.83,Low,8,6,2,8,17,15,11,16,176.56,109.12,222.0,114.1,90 days,4969.68,2358.67,2655.81
2023-09-24,18524.82,1369.44,1112.35,1561.43,1193.0,6725.66,60,0.87,High,10,3,4,8,25,11,12,12,169.74,200.21,241.54,171.76,90 days,2653.55,1790.39,3540.33
2023-09-25,21506.77,1651.16,1333.92,2834.2,1139.88,3635.28,61,0.71,High,14,6,4,5,16,23,9,10,55.92,85.71,205.36,99.5,90 days,2220.64,2227.3,4381.27
2023-09-26,29764.65,3380.85,3755.94,1855.97,964.42,3519.37,61,0.76,High,7,10,4,3,14,14,9,20,74.84,62.86,88.69,82.34,30 days,2773.68,1981.56,1887.7
2023-09-27,22563.2,1601.89,3428.71,1818.64,1001.3,6550.73,43,0.81,High,9,8,6,6,23,13,9,11,95.91,117.46,100.69,155.8,30 days,3682.2,2891.88,3460.01
2023-09-28,29467.5,4872.31,1933.01,852.82,2769.67,4044.19,49,0.78,Low,8,9,8,5,19,19,11,19,95.55,91.74,102.24,119.29,90 days,3899.46,1838.66,4973.32
2023-09-29,24829.37,2786.86,2898.63,501.97,1962.0,4533.86,65,0.88,High,8,8,1,9,9,12,7,12,69.34,189.76,187.71,201.58,90 days,3136.0,1255.98,4189.64
2023-09-30,27991.75,3006.07,2519.28,2525.35,2870.51,5376.14,49,0.83,Low,12,9,2,6,16,13,17,11,93.42,80.26,102.32,221.87,60 days,3301.77,2644.96,2197.36
2023-10-01,23123.23,1986.63,2966.8,718.94,2764.14,5246.76,49,0.74,High,12,9,2,7,18,15,7,10,114.22,210.0,75.4,161.96,60 days,3643.74,2008.22,4138.2
2023-10-02,29264.74,2883.84,2984.55,2084.62,2353.38,6542.9,56,0.92,Medium,13,10,1,8,16,17,5,15,57.4,86.81,152.54,182.63,90 days,2466.57,1321.3,2979.47
2023-10-03,32223.56,3647.65,2811.95,2786.54,2590.46,6117.16,47,0.77,Medium,12,3,4,4,26,24,12,14,110.48,202.28,176.03,227.27,90 days,4885.64,2855.43,4123.26
2023-10-04,23087.7,4004.71,1651.52,1021.63,653.23,6221.98,51,0.88,Low,12,9,8,3,16,17,8,14,124.48,86.94,152.87,102.28,90 days,4019.56,1244.03,1390.93
2023-10-05,25541.71,4015.47,924.82,2163.18,1504.16,6570.27,52,0.89,Low,11,8,2,6,27,14,12,14,56.14,67.67,158.05,214.3,30 days,3563.66,1136.69,4421.32
2023-10-06,23415.87,3311.56,2257.81,696.75,2449.68,4463.06,46,0.94,Medium,9,10,2,4,22,22,7,14,151.13,138.06,152.23,157.29,30 days,4196.1,1535.08,4977.73
2023-10-07,31372.92,4617.44,3651.12,2009.39,627.1,4611.67,44,0.82,Medium,11,9,5,6,22,9,10,8,61.97,117.02,117.78,95.96,90 days,2297.04,2309.77,2767.09
2023-10-08,26545.21,4269.63,2622.39,909.83,695.63,5189.99,51,0.85,High,9,10,3,7,23,7,10,8,147.19,155.65,242.06,112.71,30 days,4359.87,1223.87,3050.1
2023-10-09,32463.02,4028.19,3463.65,2339.88,3070.48,4537.31,52,0.78,Medium,9,5,4,5,25,12,8,9,199.11,162.52,220.86,178.53,30 days,2578.21,2935.14,1748.37
2023-10-10,27017.11,1222.42,3973.2,1253.08,2583.67,7924.69,48,0.87,Low,10,7,6,7,16,18,10,14,59.09,209.5,128.11,217.13,30 days,2240.26,2070.13,3734.25
2023-10-11,16988.29,1027.51,1323.57,1658.48,1369.57,7070.26,49,0.82,Low,10,8,7,4,14,12,11,14,90.83,212.43,77.14,84.63,90 days,4653.97,2147.43,1310.15
2023-10-12,25057.18,1849.79,3013.69,1998.58,2595.09,3823.27,51,0.81,Medium,10,4,7,10,18,15,13,17,69.4,139.2,224.44,170.48,60 days,4107.61,2900.76,3266.51
2023-10-13,30062.39,3654.09,2957.74,928.18,2898.12,3027.97,51,0.91,Low,16,11,2,1,24,14,16,14,105.38,93.39,203.6,127.19,30 days,2114.96,1935.4,2673.8
2023-10-14,27839.74,2644.79,3935.86,2354.09,1489.7,3213.92,49,0.71,High,18,3,7,7,23,15,9,12,175.29,99.56,84.62,118.08,90 days,4794.71,2392.2,1799.89
2023-10-15,24268.46,2609.63,3953.92,1256.6,704.51,4220.32,41,0.92,High,10,15,2,1,19,15,12,12,189.42,75.95,195.64,94.71,60 days,4994.09,1072.11,4299.87
2023-10-16,35471.99,4538.35,2997.37,2155.93,3305.06,3571.46,46,0.91,Medium,10,9,3,9,16,11,6,15,175.96,104.78,151.47,211.55,90 days,3855.59,1073.78,4004.46
2023-10-17,29094.34,4582.25,1579.57,895.71,1601.02,5666.69,54,0.83,Low,14,6,4,3,18,15,19,11,153.66,205.82,93.46,125.1,90 days,2439.29,2486.0,2198.8
2023-10-18,31058.06,4636.7,3355.38,2220.29,908.8,7289.98,51,0.82,Medium,10,13,1,9,19,9,8,6,157.58,118.34,200.45,138.14,30 days,3548.51,2874.9,2545.07
2023-10-19,21861.0,2255.51,1142.49,820.47,2026.38,6683.75,63,0.79,Low,8,13,3,12,13,20,9,15,68.07,160.72,134.03,99.22,90 days,4032.25,2446.5,2010.35
2023-10-20,30071.22,3764.22,3298.24,1563.39,2828.56,4078.05,54,0.95,Low,6,7,9,6,23,11,7,13,87.31,217.0,233.88,165.29,30 days,2555.27,1309.06,1839.2
2023-10-21,22516.8,2086.53,3712.63,1118.02,1242.78,4996.5,53,0.73,Low,12,8,0,7,18,11,9,13,104.58,77.08,77.72,137.63,60 days,3161.98,2655.04,1885.52
2023-10-22,23867.76,1762.44,2025.07,2370.94,1381.52,5539.47,56,0.85,High,11,5,2,7,26,11,7,8,57.52,184.06,238.72,96.85,60 days,2326.7,2183.61,1535.21
2023-10-23,23563.63,1738.53,2818.03,1155.09,1303.87,7051.03,64,0.87,Low,9,5,6,6,17,12,12,11,173.25,171.95,85.84,116.23,30 days,3742.04,1130.8,2355.78
2023-10-24,28070.22,2368.43,2176.46,2704.29,3475.85,7195.61,54,0.93,High,12,13,3,3,14,12,8,7,88.35,191.05,76.51,129.54,60 days,3030.41,1773.01,3774.98
2023-10-25,28416.4,2719.83,2200.85,2729.55,1172.47,7548.59,71,0.9,Low,7,7,5,7,22,15,13,11,57.84,81.95,174.72,77.7,30 days,3058.11,2548.93,2052.43
